Meal_Name,Meal_Type,Calories_kcal,Protein_g,Carbs_g,Fats_g
Garlic Pulao,Snack,503,47.7,60.8,32.4
Mild Dosa,Breakfast,534,29.8,62.6,30.5
Mild Lentil,Snack,178,18.4,41.5,27.4
Low Fat Paneer,Snack,247,29.1,73.1,26.0
Vegan Mushroom,Dinner,306,26.5,89.4,13.2
Curry Smoothie,Breakfast,509,24.6,35.6,32.4
Grilled Chicken,Breakfast,464,10.4,84.0,12.1
Fried Fish,Snack,710,33.7,84.3,36.9
Masala Dosa,Snack,272,44.1,116.1,21.8
Tandoori Sprouts,Dinner,180,10.9,99.3,26.7
Low Fat Paratha,Snack,401,45.1,53.1,24.5
Grilled Sandwich,Lunch,526,34.1,51.7,27.7
Vegan Quinoa,Dinner,297,35.2,25.0,37.3
Spicy Upma,Dinner,151,18.4,114.0,9.8
Steamed Chole,Dinner,653,23.5,32.5,16.4
Roasted Poha,Dinner,441,6.8,94.3,8.4
Garlic Egg,Breakfast,203,29.2,32.6,36.2
Garlic Dosa,Dinner,555,26.1,117.8,34.7
Dry Mushroom,Snack,595,28.0,37.1,35.3
Vegan Dal,Snack,455,9.3,34.3,12.0
High Protein Roti,Lunch,531,29.9,14.2,6.4
Spicy Poha,Dinner,368,28.5,15.5,12.0
Dry Sandwich,Breakfast,722,24.9,42.1,22.6
Tandoori Biryani,Dinner,170,38.1,119.7,17.7
Steamed Sandwich,Snack,493,21.0,16.1,5.7
Roasted Oats,Lunch,475,33.2,58.9,19.9
Dry Sprouts,Lunch,394,48.0,46.6,16.2
Tandoori Biryani,Dinner,369,22.3,68.3,28.4
Low Fat Chole,Lunch,568,44.4,22.0,16.3
Roasted Quinoa,Breakfast,371,35.1,115.7,11.1
Steamed Soup,Dinner,265,42.3,10.5,32.8
Tandoori Dal,Snack,417,49.4,118.1,36.1
Garlic Egg,Breakfast,553,28.5,109.1,16.9
Butter Idli,Dinner,728,13.1,37.8,39.0
Masala Oats,Dinner,765,39.3,115.5,35.1
Dry Upma,Lunch,714,21.3,82.7,16.7
Curry Egg,Dinner,258,44.8,106.6,38.5
Steamed Dal,Breakfast,314,9.2,70.6,9.5
Butter Paratha,Snack,286,7.0,113.6,7.2
Mild Pulao,Breakfast,634,37.5,35.7,7.6
Masala Mushroom,Breakfast,403,38.1,41.8,32.0
Garlic Sandwich,Lunch,329,38.8,63.6,13.8
Steamed Fish,Lunch,322,44.8,38.7,18.6
Vegan Dal,Snack,289,35.4,12.6,38.8
Herb Paneer,Dinner,338,32.6,74.3,16.0
Fried Fish,Dinner,463,48.3,31.2,26.3
High Protein Oats,Snack,765,38.2,100.7,6.2
Dry Smoothie,Dinner,452,17.0,44.2,25.4
Grilled Chole,Snack,160,39.0,69.3,24.3
Low Fat Sprouts,Breakfast,558,34.7,34.8,17.5
Low Fat Paratha,Snack,604,9.8,97.6,10.9
Low Fat Idli,Dinner,718,43.6,30.6,16.8
Vegan Smoothie,Lunch,533,23.4,96.8,39.2
Low Fat Soup,Breakfast,705,18.1,41.2,26.2
Grilled Brown Rice,Lunch,697,5.4,63.0,29.7
High Protein Oats,Breakfast,702,30.8,55.3,34.5
Classic Paneer,Dinner,535,33.0,75.8,30.9
Low Fat Idli,Snack,170,27.3,91.6,14.1
Low Fat Fish,Dinner,763,15.9,24.1,29.4
Butter Roti,Lunch,237,19.7,110.6,9.5
Fried Fish,Lunch,797,15.4,43.2,17.4
Herb Biryani,Snack,217,8.5,32.3,26.1
Curry Idli,Dinner,565,15.8,32.2,25.2
Tandoori Fish,Lunch,691,7.1,38.6,30.3
Curry Rajma,Breakfast,269,32.4,80.9,32.2
Vegan Lentil,Lunch,650,48.7,94.7,18.8
Low Fat Chole,Breakfast,716,48.5,45.9,23.8
Mild Chicken,Dinner,353,11.9,74.4,15.1
High Protein Chole,Lunch,346,20.9,34.2,25.2
Tandoori Oats,Snack,154,5.1,114.1,7.6
Roasted Rajma,Breakfast,449,22.8,89.6,8.3
Tandoori Dal,Breakfast,359,32.7,107.8,35.5
Vegan Sprouts,Snack,744,24.3,56.1,24.1
Garlic Poha,Breakfast,236,32.8,114.6,30.8
Classic Chole,Dinner,638,44.9,67.6,12.4
Curry Chicken,Breakfast,349,26.9,109.4,12.0
Garlic Salad,Breakfast,474,30.9,20.6,28.9
Garlic Idli,Snack,446,31.3,13.7,5.5
Fried Khichdi,Lunch,565,9.5,111.4,5.4
Classic Salad,Dinner,611,30.6,53.3,16.4
High Protein Roti,Dinner,376,38.9,109.4,25.9
Garlic Roti,Dinner,333,36.5,94.9,7.3
Mild Rajma,Dinner,284,30.2,88.2,30.9
Spicy Sprouts,Breakfast,666,38.5,71.3,8.8
Classic Smoothie,Lunch,183,39.7,88.8,13.5
Roasted Soya,Breakfast,342,6.6,55.3,17.5
Masala Biryani,Lunch,467,19.5,53.4,8.8
Spicy Tofu,Dinner,757,43.9,14.0,8.6
Curry Egg,Dinner,429,7.4,55.8,28.5
Steamed White Rice,Dinner,515,36.9,115.9,30.7
Garlic Salad,Snack,213,47.9,49.3,31.3
Classic Rajma,Breakfast,753,21.7,67.0,32.6
Mild Brown Rice,Breakfast,332,36.5,13.1,15.0
Herb Paneer,Snack,247,36.5,47.2,14.5
Grilled Pulao,Dinner,455,41.0,60.2,18.1
Classic White Rice,Breakfast,347,7.2,73.9,36.7
Grilled Oats,Dinner,519,18.7,58.9,10.8
Masala Poha,Lunch,645,43.7,21.6,25.8
Herb Quinoa,Lunch,682,31.3,25.6,13.3
Classic Mushroom,Dinner,325,6.8,58.3,10.9
Classic Salad,Dinner,576,39.1,97.1,30.2
Herb Soup,Snack,759,24.7,81.4,25.8
Grilled Sprouts,Breakfast,207,47.9,49.6,11.9
High Protein Upma,Dinner,444,45.0,86.2,34.0
Low Fat Soya,Breakfast,700,43.7,106.9,18.8
High Protein Lentil,Dinner,655,46.0,76.5,21.2
Fried Dosa,Breakfast,694,24.0,76.9,32.8
Steamed Roti,Dinner,670,18.3,83.6,21.8
Classic Oats,Snack,365,5.4,34.9,8.8
Roasted Upma,Breakfast,241,39.2,21.6,28.8
Tandoori Sprouts,Lunch,494,24.0,98.7,17.8
Curry Dosa,Snack,336,48.0,79.0,31.9
Masala Roti,Snack,475,39.1,95.3,28.2
High Protein Fish,Lunch,181,48.0,57.8,14.5
Curry Mushroom,Lunch,183,49.4,62.0,24.0
Fried Chole,Lunch,692,49.8,49.4,6.3
Herb Rajma,Dinner,454,49.0,15.4,8.8
Roasted Rajma,Breakfast,485,46.9,76.3,7.4
Tandoori Poha,Breakfast,570,47.1,87.5,36.7
High Protein Khichdi,Dinner,463,30.5,22.0,8.1
Dry Sprouts,Lunch,776,47.3,102.2,20.5
Masala Pulao,Snack,356,21.7,66.8,15.4
Herb Salad,Lunch,473,36.0,111.1,26.9
Garlic Sandwich,Breakfast,483,18.2,50.6,24.2
Garlic Paratha,Lunch,419,38.5,13.4,34.8
Roasted Rajma,Dinner,625,11.9,59.7,5.4
Spicy Lentil,Dinner,244,34.3,84.3,20.9
Classic Soya,Breakfast,316,26.7,106.3,16.6
Low Fat Mushroom,Lunch,288,16.3,46.6,22.0
Curry Rajma,Lunch,452,44.4,27.9,26.0
Vegan Brown Rice,Lunch,714,24.6,113.5,17.7
Steamed Oats,Dinner,181,6.3,37.7,38.1
Mild Chicken,Dinner,694,27.8,75.9,34.1
Classic Khichdi,Dinner,793,20.3,65.5,26.5
Butter Soya,Snack,591,14.7,39.6,34.5
Butter Soya,Dinner,591,32.7,112.7,6.1
Dry Sandwich,Snack,325,27.0,24.4,23.7
Fried Khichdi,Snack,648,26.7,70.3,10.4
Low Fat Roti,Lunch,541,27.2,32.1,18.4
Curry Pulao,Snack,720,16.8,15.4,29.2
High Protein Rajma,Lunch,441,20.8,87.8,19.3
Herb Fish,Breakfast,228,29.3,80.2,5.4
Steamed Mushroom,Breakfast,529,35.2,16.8,25.6
Low Fat Brown Rice,Lunch,193,43.8,74.7,28.0
Dry Chole,Lunch,182,30.9,47.9,21.2
High Protein Pulao,Breakfast,615,41.8,80.0,17.2
Low Fat Biryani,Dinner,453,14.4,47.8,23.1
Butter Roti,Dinner,336,40.8,49.7,30.6
Tandoori Egg,Breakfast,491,32.0,36.1,18.7
Tandoori Tofu,Lunch,385,48.8,92.9,5.6
Fried Oats,Dinner,552,41.2,95.5,25.6
Low Fat Brown Rice,Dinner,692,43.8,39.7,7.0
Vegan Paneer,Lunch,257,19.6,101.3,7.9
Roasted Dal,Snack,257,40.6,84.3,39.0
Steamed Chicken,Snack,781,29.2,84.7,29.8
Mild Sandwich,Dinner,724,28.6,86.1,6.9
Spicy Soya,Breakfast,796,46.4,25.0,35.7
Steamed Mushroom,Snack,449,30.6,86.2,29.0
High Protein Oats,Snack,366,40.3,107.3,19.2
Fried Soya,Breakfast,430,33.0,118.4,20.3
Vegan Idli,Dinner,555,21.5,50.4,23.5
Tandoori Egg,Lunch,277,31.1,97.2,15.7
High Protein Dal,Dinner,547,16.2,110.5,21.1
Spicy Paratha,Lunch,363,37.4,67.4,6.9
Roasted Brown Rice,Dinner,417,28.9,96.0,22.9
Fried Fish,Lunch,480,18.8,23.0,34.6
Spicy Mushroom,Breakfast,726,19.2,21.8,12.9
Vegan Soya,Breakfast,178,45.5,56.7,5.6
Low Fat Biryani,Breakfast,775,32.7,85.1,12.5
Masala Paratha,Lunch,582,36.7,55.9,32.1
Spicy Dal,Breakfast,255,18.6,72.8,9.7
Curry Smoothie,Breakfast,153,45.1,105.0,5.8
Low Fat Paneer,Lunch,372,22.5,119.7,36.8
Roasted Upma,Dinner,385,25.3,55.3,8.1
Classic Dosa,Breakfast,187,47.2,119.6,13.3
Spicy Roti,Dinner,368,19.0,32.7,15.6
Classic Paneer,Breakfast,322,43.7,105.9,30.0
Masala Smoothie,Breakfast,568,46.9,34.3,30.3
Garlic Egg,Lunch,518,10.7,37.7,31.8
Spicy Paratha,Lunch,174,37.2,76.3,9.3
Tandoori Biryani,Snack,287,26.2,20.2,32.4
High Protein Lentil,Breakfast,332,21.5,99.2,21.3
Fried Soya,Snack,798,40.9,101.5,24.9
Low Fat Soup,Breakfast,737,45.4,113.9,31.2
Curry Upma,Dinner,428,35.3,62.0,31.2
Tandoori Soya,Breakfast,625,19.9,57.1,29.2
High Protein Mushroom,Breakfast,791,28.0,44.8,10.1
Roasted Sprouts,Lunch,697,8.9,103.1,20.4
Classic Chole,Dinner,240,5.3,15.9,20.6
Mild Chole,Snack,490,29.6,70.4,38.8
Curry Paratha,Dinner,590,16.4,65.6,23.4
Garlic Poha,Breakfast,408,25.5,20.1,13.5
Herb Biryani,Breakfast,483,17.6,17.3,7.3
Low Fat Upma,Lunch,642,28.1,87.7,29.4
Masala Soup,Snack,659,32.3,30.5,29.4
Mild Upma,Lunch,232,34.3,112.3,15.2
Grilled Soup,Breakfast,277,31.8,47.1,29.5
Low Fat Sandwich,Snack,685,34.4,34.2,8.7
Tandoori Sandwich,Snack,418,23.8,90.3,24.4
Garlic Rajma,Lunch,197,42.6,25.7,5.3
Classic White Rice,Snack,654,36.0,75.8,29.7
Garlic Fish,Breakfast,616,37.6,69.4,35.0
Masala Salad,Breakfast,489,29.3,64.7,13.5
High Protein Idli,Lunch,219,48.4,100.7,38.0
Fried White Rice,Breakfast,346,25.1,69.2,35.3
Spicy Biryani,Breakfast,492,32.7,117.2,20.2
Dry Pulao,Snack,318,35.9,104.1,22.9
Mild Soup,Lunch,800,23.4,16.5,32.8
Curry Smoothie,Breakfast,365,11.3,115.9,21.5
Spicy Dal,Snack,310,33.2,53.7,18.1
Garlic White Rice,Snack,508,7.9,26.1,9.6
Masala Sandwich,Snack,159,29.5,88.8,27.4
Spicy Khichdi,Dinner,578,43.1,76.8,20.7
Mild Paratha,Breakfast,332,17.8,101.3,29.4
High Protein Mushroom,Dinner,757,14.9,92.9,29.6
Garlic Dosa,Lunch,607,27.1,75.1,9.7
High Protein Mushroom,Lunch,266,13.5,55.3,14.2
Fried Dosa,Snack,736,45.2,10.3,37.6
Low Fat Paratha,Breakfast,644,44.4,29.6,13.4
High Protein Soya,Lunch,465,37.7,100.9,26.0
Garlic Dal,Dinner,548,25.9,25.1,21.5
Grilled Chole,Lunch,531,11.8,115.4,33.1
Garlic Chicken,Dinner,413,27.3,19.3,30.7
Masala Idli,Dinner,333,42.7,64.4,19.6
High Protein Idli,Snack,576,25.7,62.1,33.9
Curry Poha,Snack,571,36.1,13.8,33.8
Masala Paneer,Breakfast,428,10.8,62.0,14.4
Curry Smoothie,Lunch,785,10.3,73.4,33.5
Vegan Biryani,Breakfast,522,38.4,100.3,13.3
Spicy Idli,Breakfast,175,25.5,96.6,21.8
High Protein Biryani,Snack,658,25.5,90.4,39.0
High Protein Upma,Breakfast,547,20.5,116.5,13.9
Spicy Fish,Lunch,544,11.6,18.3,28.2
Herb Brown Rice,Lunch,521,26.7,37.7,18.3
Curry Roti,Dinner,287,6.8,85.2,10.9
Spicy Fish,Dinner,753,43.9,62.5,26.0
Dry Biryani,Snack,286,39.0,52.7,17.5
Roasted Salad,Breakfast,771,11.4,22.5,28.7
Steamed Roti,Snack,351,26.5,36.0,12.7
Mild Dal,Snack,408,11.4,106.2,22.9
Tandoori Mushroom,Snack,529,40.3,111.2,36.5
Butter Pulao,Lunch,355,17.6,63.1,20.9
Butter Sandwich,Lunch,379,27.4,24.8,9.2
Fried Dosa,Lunch,441,31.8,91.6,5.0
Herb Fish,Dinner,385,34.9,102.4,10.3
Low Fat Smoothie,Dinner,749,26.6,28.7,8.1
High Protein Smoothie,Lunch,301,6.9,26.8,39.7
Steamed Soya,Breakfast,499,19.4,28.0,29.6
Tandoori Soya,Snack,721,9.3,22.5,15.3
Classic Rajma,Breakfast,451,39.3,30.9,16.2
Roasted Quinoa,Snack,537,26.8,27.7,19.0
Curry Pulao,Breakfast,253,15.8,78.6,6.4
Vegan Mushroom,Breakfast,374,30.8,11.1,9.7
Tandoori Chole,Breakfast,273,8.3,105.2,22.6
Mild Chole,Snack,548,18.2,54.1,7.4
Low Fat Biryani,Dinner,731,48.2,17.6,31.6
Dry Dosa,Breakfast,176,42.9,91.1,31.1
High Protein Tofu,Dinner,451,15.5,27.6,25.6
Dry White Rice,Snack,324,32.4,76.9,23.1
Curry Soup,Lunch,232,20.2,62.5,5.7
Mild Poha,Breakfast,252,30.2,64.8,27.9
Tandoori Tofu,Breakfast,381,10.7,40.4,27.2
Roasted Egg,Lunch,578,14.1,66.6,19.9
Dry Smoothie,Lunch,681,36.0,68.9,25.7
Garlic Khichdi,Dinner,249,16.3,67.6,26.0
Mild Pulao,Lunch,375,46.1,69.8,8.2
Herb Dal,Breakfast,259,12.0,71.2,14.1
Herb Upma,Lunch,193,13.3,49.3,15.1
Low Fat Soya,Lunch,759,28.5,25.9,13.0
Masala Dal,Dinner,706,46.2,106.8,12.5
High Protein Fish,Breakfast,774,38.6,71.0,38.5
Garlic Soup,Lunch,286,16.6,110.7,6.0
Mild Fish,Lunch,710,26.7,80.1,25.3
Tandoori White Rice,Lunch,544,21.7,102.1,10.5
Low Fat Sandwich,Breakfast,190,28.8,72.4,31.7
Herb Soya,Snack,343,18.7,102.4,25.2
Fried Soya,Dinner,234,32.1,63.3,33.5
Curry Chole,Snack,376,13.5,36.9,9.9
Masala White Rice,Snack,617,38.0,56.8,20.5
Garlic Soya,Dinner,691,26.9,89.3,31.2
Roasted Chicken,Breakfast,546,28.2,24.2,7.6
Dry Biryani,Snack,572,13.5,43.2,23.6
Fried Sandwich,Dinner,187,5.8,72.8,36.7
Grilled Paneer,Lunch,531,30.1,79.0,36.8
Masala Oats,Dinner,495,27.1,87.3,19.2
Curry Dal,Snack,196,38.2,79.0,28.9
Garlic Mushroom,Dinner,362,19.0,33.4,23.7
Grilled Roti,Snack,453,32.0,57.7,33.7
Vegan Brown Rice,Snack,485,39.7,77.4,15.4
Vegan White Rice,Snack,401,12.9,34.4,33.7
Dry Sprouts,Lunch,347,37.3,92.4,9.5
Classic Chicken,Breakfast,252,14.8,114.9,6.6
Mild Fish,Breakfast,426,39.2,95.9,5.8
High Protein Biryani,Snack,612,48.6,56.2,26.7
Classic Sprouts,Snack,277,31.0,100.9,26.1
Vegan Upma,Lunch,393,25.4,28.7,35.6
Tandoori Poha,Lunch,399,8.6,93.4,39.8
Masala Fish,Snack,343,35.3,86.0,36.3
Herb Dosa,Snack,358,40.1,79.7,39.7
Mild Chole,Lunch,482,11.3,75.2,21.4
Spicy Quinoa,Dinner,359,45.8,79.2,13.6
Fried Tofu,Lunch,563,26.3,80.0,27.7
Masala Pulao,Dinner,418,40.1,56.9,31.3
Herb Oats,Snack,602,17.4,72.7,34.3
Garlic Upma,Breakfast,785,39.4,27.1,19.1
Mild Mushroom,Snack,224,42.8,64.5,27.7
Steamed Dal,Snack,570,46.7,87.6,25.6
Low Fat Smoothie,Snack,743,37.3,72.2,35.6
Classic Brown Rice,Snack,202,20.7,111.7,11.1
Low Fat Tofu,Snack,485,32.5,68.0,35.2
Steamed Sandwich,Lunch,226,44.9,72.5,38.5
High Protein Smoothie,Breakfast,242,38.8,34.2,38.7
High Protein Mushroom,Snack,567,8.1,20.1,8.5
Butter Chicken,Lunch,458,31.0,82.5,25.4
High Protein Soup,Lunch,234,15.2,67.6,9.4
Butter Fish,Breakfast,271,7.8,79.0,22.9
Garlic Dal,Lunch,230,10.0,60.5,23.4
Fried Chicken,Snack,724,12.0,84.4,5.7
Tandoori Fish,Dinner,353,16.6,90.6,28.3
High Protein Poha,Dinner,340,5.5,29.9,16.1
Low Fat Paneer,Snack,674,41.0,100.9,14.7
Fried Idli,Lunch,232,7.7,94.5,11.1
Spicy Sandwich,Lunch,613,40.7,104.2,32.3
Garlic Lentil,Snack,206,8.6,92.8,17.0
Butter Sandwich,Snack,526,18.2,83.2,17.3
Roasted Fish,Snack,572,12.0,93.7,7.2
Butter Dosa,Dinner,787,30.0,55.9,29.2
Spicy Brown Rice,Breakfast,291,17.4,95.5,19.8
Butter Mushroom,Snack,221,43.2,47.3,13.0
Roasted Oats,Lunch,377,27.7,75.4,15.4
Classic Soup,Lunch,261,31.7,26.6,28.8
Herb Sprouts,Lunch,555,13.8,56.6,29.1
Butter Dal,Snack,298,42.7,19.3,13.9
Low Fat Soya,Snack,216,15.5,119.4,13.4
Mild Chicken,Dinner,438,18.8,15.5,6.7
Fried Mushroom,Breakfast,719,43.6,19.0,29.6
Masala Smoothie,Snack,445,16.7,113.7,19.3
Mild Chole,Breakfast,157,23.1,55.8,32.6
Roasted Roti,Snack,651,42.8,91.8,12.5
Roasted Dosa,Dinner,527,32.6,62.7,15.8
Low Fat Dal,Lunch,657,45.0,86.4,9.8
High Protein Sandwich,Snack,521,29.4,46.1,30.9
Tandoori Dosa,Snack,627,18.6,117.4,18.9
Grilled Roti,Snack,469,18.6,58.3,7.1
Grilled Mushroom,Lunch,231,18.2,111.9,23.1
Vegan Pulao,Lunch,414,5.6,77.2,22.8
Roasted Biryani,Snack,196,23.2,109.4,6.1
Classic Khichdi,Snack,684,34.0,101.7,8.5
Curry Mushroom,Breakfast,790,15.4,97.2,8.3
Grilled Pulao,Breakfast,257,34.9,17.8,14.1
Vegan Chole,Lunch,178,40.6,34.0,39.3
Fried Sprouts,Lunch,161,47.3,22.4,28.6
Herb Oats,Breakfast,711,31.2,82.3,36.1
High Protein Paratha,Breakfast,736,26.2,45.2,24.4
Spicy Sprouts,Lunch,485,18.5,119.8,5.4
High Protein Paratha,Breakfast,553,29.4,11.6,6.9
Curry Soup,Lunch,621,5.8,38.1,26.6
Herb Mushroom,Snack,535,11.1,71.4,37.0
Classic Pulao,Lunch,543,39.2,62.5,18.8
Curry Brown Rice,Snack,221,22.4,116.9,18.7
Masala Khichdi,Breakfast,196,39.5,27.4,29.0
Vegan Sprouts,Snack,687,43.2,39.4,37.0
Fried Pulao,Dinner,322,11.0,59.1,5.8
Dry Fish,Dinner,216,6.0,100.1,15.4
High Protein Quinoa,Dinner,555,31.9,81.5,23.6
Herb Brown Rice,Breakfast,519,7.8,42.2,10.1
Masala Brown Rice,Dinner,286,19.3,65.7,15.0
Masala Biryani,Snack,692,17.1,58.0,24.2
Mild Paneer,Snack,570,33.0,32.8,16.4
Roasted Paneer,Lunch,554,9.2,110.5,14.8
Tandoori Lentil,Breakfast,281,7.0,48.2,36.8
Spicy Paneer,Lunch,395,27.4,17.5,27.1
Garlic Chole,Breakfast,778,43.7,99.9,29.4
Herb Oats,Dinner,553,31.2,72.8,8.6
Classic Idli,Dinner,514,15.9,66.2,16.8
Herb Lentil,Dinner,246,49.7,72.2,12.8
Tandoori Sandwich,Snack,385,49.1,106.7,9.9
Tandoori Sandwich,Lunch,467,32.4,33.6,29.4
High Protein Roti,Dinner,263,20.3,34.9,18.5
Spicy Soya,Lunch,571,12.5,102.9,17.9
Fried Quinoa,Breakfast,468,40.0,100.0,22.5
Grilled Rajma,Dinner,652,9.1,15.4,31.6
Low Fat Oats,Breakfast,543,37.8,44.8,39.5
Steamed Salad,Breakfast,595,45.1,93.6,27.7
Low Fat Soup,Lunch,178,26.7,78.1,29.9
Dry Upma,Dinner,380,25.3,81.7,24.8
Classic Biryani,Snack,444,41.3,53.6,18.1
Low Fat Roti,Lunch,693,27.4,25.6,7.9
High Protein Quinoa,Lunch,621,21.5,45.9,36.0
Low Fat White Rice,Breakfast,644,27.1,117.7,38.4
Masala Sandwich,Snack,779,13.4,61.8,20.1
Fried Roti,Breakfast,229,10.8,55.9,24.8
Classic Sandwich,Snack,757,20.9,93.2,10.8
Curry Egg,Lunch,238,13.2,103.1,8.0
Steamed Lentil,Snack,553,41.5,116.1,16.6
Garlic Egg,Breakfast,502,45.0,107.7,21.9
Masala Mushroom,Dinner,253,10.8,42.5,29.0
Low Fat Khichdi,Lunch,750,34.5,52.3,25.2
High Protein Fish,Lunch,603,30.7,86.9,29.0
Spicy Sprouts,Snack,228,21.7,109.6,35.6
High Protein White Rice,Lunch,582,38.8,33.0,7.1
Classic Rajma,Dinner,199,22.5,109.6,31.6
Garlic Lentil,Lunch,378,15.5,43.5,34.4
Tandoori Roti,Breakfast,295,30.5,15.2,23.6
Butter Mushroom,Breakfast,538,32.2,65.2,10.4
Masala Upma,Breakfast,580,40.9,65.9,23.6
Butter Oats,Snack,228,13.3,35.8,28.8
Garlic Dosa,Breakfast,516,17.9,12.9,24.0
Steamed Roti,Snack,622,43.9,30.0,13.0
Tandoori Sprouts,Dinner,607,11.7,83.2,17.8
Roasted Idli,Dinner,287,15.3,62.5,20.4
Herb Salad,Lunch,514,32.2,80.4,11.0
Butter Egg,Snack,754,6.4,34.7,13.3
Roasted Egg,Dinner,722,41.5,67.9,24.7
Mild Quinoa,Dinner,183,33.4,83.3,12.7
High Protein Lentil,Breakfast,584,45.0,65.6,35.8
Fried Sprouts,Dinner,402,34.6,115.2,30.9
Masala Soup,Dinner,719,19.1,51.5,5.6
High Protein White Rice,Snack,561,26.4,31.1,20.6
Fried Pulao,Breakfast,775,27.6,112.3,15.7
Butter Sprouts,Snack,289,38.0,19.6,28.2
Low Fat Dosa,Snack,371,14.0,57.1,13.5
Curry Paneer,Lunch,663,6.6,109.5,19.3
Dry Idli,Breakfast,303,33.2,48.7,39.5
Curry Biryani,Dinner,799,39.1,56.2,25.5
Herb Salad,Breakfast,164,8.2,75.7,11.7
Curry Dosa,Dinner,354,32.6,115.4,23.3
Curry Chicken,Breakfast,584,6.9,55.0,11.4
Mild Chicken,Breakfast,323,15.8,58.7,37.7
Vegan Salad,Breakfast,262,43.5,14.2,27.5
Vegan Chole,Breakfast,250,28.5,112.5,14.8
Steamed Quinoa,Dinner,767,41.6,18.7,30.2
Tandoori Pulao,Breakfast,522,22.7,46.1,39.3
Spicy Tofu,Snack,197,29.8,112.6,7.1
Low Fat Egg,Dinner,364,28.1,39.1,7.4
Spicy Sprouts,Dinner,171,22.8,93.5,29.0
Grilled Pulao,Breakfast,536,21.9,29.2,5.8
Vegan Dal,Snack,231,46.3,100.6,27.8
Classic Sprouts,Dinner,418,33.7,37.7,15.4
Steamed Khichdi,Dinner,423,28.8,52.3,11.1
Mild Biryani,Lunch,368,35.2,36.8,17.5
Tandoori Dal,Breakfast,692,45.3,42.0,31.8
Fried Dal,Breakfast,621,33.9,111.2,22.4
Steamed Chole,Breakfast,153,8.3,32.7,16.4
Herb Mushroom,Dinner,176,21.0,118.3,18.2
Classic Dosa,Breakfast,487,10.7,115.1,27.1
Mild Oats,Breakfast,491,49.7,94.6,26.4
Masala Khichdi,Dinner,673,5.2,26.5,35.8
Butter Poha,Snack,558,45.0,88.9,25.2
Grilled Chole,Breakfast,283,8.0,108.7,16.7
Curry Smoothie,Snack,474,21.2,63.9,24.3
High Protein Dal,Dinner,374,24.3,92.5,39.6
Vegan Brown Rice,Lunch,598,12.7,20.5,29.8
Grilled Soya,Lunch,712,48.9,112.8,14.4
Mild Rajma,Dinner,317,36.3,43.2,32.3
Curry Sprouts,Snack,776,6.7,20.3,11.2
Roasted Soup,Lunch,745,10.1,58.8,23.0
Butter Salad,Dinner,240,21.1,105.2,28.3
High Protein Upma,Breakfast,331,48.1,69.5,12.8
Grilled Pulao,Breakfast,279,39.9,11.1,24.0
Grilled Soup,Snack,262,8.3,63.2,9.2
Fried Soya,Dinner,603,14.1,60.0,17.8
Dry Poha,Lunch,348,16.4,105.2,34.9
Grilled Tofu,Breakfast,788,10.7,36.9,32.0
Steamed Fish,Breakfast,429,35.8,71.9,18.4
High Protein Dal,Snack,757,38.8,95.1,39.1
Classic Upma,Lunch,177,18.7,85.7,26.8
Roasted Brown Rice,Lunch,231,46.8,92.4,13.3
Garlic Pulao,Lunch,240,6.9,114.1,39.3
Butter Salad,Snack,165,34.6,23.5,19.6
Vegan Soup,Lunch,246,32.3,64.0,16.8
Classic Roti,Snack,359,15.7,37.3,36.4
Low Fat Smoothie,Breakfast,412,19.1,99.8,10.7
Butter Dal,Breakfast,609,33.9,22.1,29.9
Fried Pulao,Snack,454,49.1,116.7,32.6
Fried Sandwich,Lunch,752,14.9,71.8,13.4
Vegan Idli,Breakfast,656,31.0,77.4,7.6
Butter Brown Rice,Snack,283,22.4,88.8,16.0
Grilled Fish,Dinner,519,43.7,40.2,28.8
Garlic White Rice,Lunch,665,21.2,108.3,39.1
Masala Brown Rice,Dinner,263,21.6,107.7,20.5
Garlic Biryani,Dinner,788,8.4,106.1,34.3
Herb Sandwich,Lunch,454,41.2,71.0,21.7
Mild Rajma,Lunch,248,36.5,53.6,18.5
Masala Pulao,Breakfast,230,18.2,20.4,27.8
Curry Sprouts,Breakfast,275,9.8,61.1,8.4
Low Fat White Rice,Breakfast,513,33.8,48.3,20.7
Herb Dal,Lunch,735,44.9,63.0,23.4
High Protein Poha,Snack,574,5.1,21.6,39.8
Butter Mushroom,Lunch,566,47.2,117.6,30.8
Roasted Sprouts,Breakfast,740,39.8,75.8,5.3
Low Fat Quinoa,Dinner,725,24.6,80.7,5.9
Classic Quinoa,Snack,553,33.6,11.5,32.7
Butter Biryani,Snack,684,36.0,35.8,6.3
Low Fat Oats,Snack,738,14.1,33.0,34.2
Mild Dosa,Lunch,309,36.0,115.9,9.5
High Protein Salad,Breakfast,280,9.4,83.5,21.9
Fried Fish,Dinner,594,29.4,93.4,11.3
Spicy Biryani,Dinner,253,22.6,95.6,33.9
Tandoori Sandwich,Dinner,576,47.9,81.2,35.3
Butter Quinoa,Snack,487,40.3,33.8,19.1
Herb Tofu,Snack,782,41.6,90.0,37.8
Classic Chole,Lunch,649,11.1,68.8,6.2
Grilled Soup,Snack,555,49.6,104.5,38.0
Steamed Upma,Lunch,526,25.1,94.0,14.5
Masala Idli,Lunch,790,28.6,74.9,32.9
